"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","cytoplasmic translational initiation","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","positive regulation of hematopoietic stem cell proliferation","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"INTERPRO","CBFA_NFYB_domain","0.16%","4","2526","8","22271","5.26e-2","1.00e+0","4.41","1.00e+0","9.99e-1","7.93e-3"
"INTERPRO","Sec-1-like_dom1","0.16%","4","2526","8","22271","5.26e-2","1.00e+0","4.41","1.00e+0","9.99e-1","7.93e-3"
"INTERPRO","Cyclin/Ssn8","0.16%","4","2526","8","22271","5.26e-2","1.00e+0","4.41","1.00e+0","9.99e-1","7.93e-3"
"INTERPRO","Sugar_P_trans_dom","0.16%","4","2526","8","22271","5.26e-2","1.00e+0","4.41","1.00e+0","9.99e-1","7.93e-3"
"INTERPRO","Rad18_UBZ4","0.16%","4","2526","8","22271","5.26e-2","1.00e+0","4.41","1.00e+0","9.99e-1","7.93e-3"
"UP_SEQ_FEATURE","DOMAIN:Transcription factor CBF/NF-Y/archaeal histone","0.16%","4","2463","8","22253","4.94e-2","1.00e+0","4.52","1.00e+0","9.95e-1","7.26e-3"
"UP_SEQ_FEATURE","DOMAIN:WW 3","0.16%","4","2463","8","22253","4.94e-2","1.00e+0","4.52","1.00e+0","9.95e-1","7.26e-3"
"GOTERM_MF_DIRECT","TFIID-class transcription factor complex binding","0.16%","4","2457","10","28924","4.66e-2","3.67e-1","4.71","1.00e+0","3.42e-1","7.18e-3"
"GOTERM_MF_DIRECT","UDP phosphatase activity","0.16%","4","2457","10","28924","4.66e-2","3.67e-1","4.71","1.00e+0","3.42e-1","7.18e-3"
"GOTERM_MF_DIRECT","ATP transmembrane transporter activity","0.16%","4","2457","10","28924","4.66e-2","3.67e-1","4.71","1.00e+0","3.42e-1","7.18e-3"
"GOTERM_CC_DIRECT","proteasome regulatory particle","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_CC_DIRECT","cyclin/CDK positive transcription elongation factor complex","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_CC_DIRECT","ESCRT III complex","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_CC_DIRECT","vacuolar proton-transporting V-type ATPase, V0 domain","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_CC_DIRECT","transcription factor TFIIH core complex","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_CC_DIRECT","Golgi transport complex","0.16%","4","2509","10","29722","4.59e-2","2.62e-1","4.74","1.00e+0","2.33e-1","7.02e-3"
"GOTERM_BP_DIRECT","positive regulation of dopamine secretion","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","snRNA transcription by RNA polymerase II","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","serotonin metabolic process","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","lipid phosphorylation","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","Golgi to vacuole transport","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","miRNA metabolic process","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","cerebellar cortex development","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","response to L-glutamate","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","double-strand break repair via classical nonhomologous end joining","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","carboxylic acid transmembrane transport","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","ribosome assembly","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","xenophagy","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","retrograde transport, vesicle recycling within Golgi","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","post-Golgi vesicle-mediated transport","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","protoporphyrinogen IX biosynthetic process","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","central nervous system myelin formation","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"GOTERM_BP_DIRECT","circadian behavior","0.16%","4","2485","10","29712","4.48e-2","4.87e-1","4.78","1.00e+0","4.72e-1","6.79e-3"
"INTERPRO","DNA_methylase_N6_adenine_CS","0.16%","4","2526","7","22271","3.58e-2","1.00e+0","5.04","1.00e+0","9.99e-1","4.35e-3"
"INTERPRO","Peptidase_M16_C","0.16%","4","2526","7","22271","3.58e-2","1.00e+0","5.04","1.00e+0","9.99e-1","4.35e-3"
"INTERPRO","Metalloenz_LuxS/M16","0.16%","4","2526","7","22271","3.58e-2","1.00e+0","5.04","1.00e+0","9.99e-1","4.35e-3"
"INTERPRO","Pept_M16_N","0.16%","4","2526","7","22271","3.58e-2","1.00e+0","5.04","1.00e+0","9.99e-1","4.35e-3"
"GOTERM_MF_DIRECT","small ribosomal subunit rRNA binding","0.16%","4","2457","9","28924","3.48e-2","2.98e-1","5.23","1.00e+0","2.78e-1","4.62e-3"
"GOTERM_MF_DIRECT","PH domain binding","0.16%","4","2457","9","28924","3.48e-2","2.98e-1","5.23","1.00e+0","2.78e-1","4.62e-3"
"GOTERM_CC_DIRECT","Golgi trans cisterna","0.16%","4","2509","9","29722","3.42e-2","2.18e-1","5.26","1.00e+0","1.93e-1","4.51e-3"
"GOTERM_CC_DIRECT","Atg1/ULK1 kinase complex","0.16%","4","2509","9","29722","3.42e-2","2.18e-1","5.26","1.00e+0","1.93e-1","4.51e-3"
"GOTERM_CC_DIRECT","90S preribosome","0.16%","4","2509","9","29722","3.42e-2","2.18e-1","5.26","1.00e+0","1.93e-1","4.51e-3"
"GOTERM_CC_DIRECT","MICOS complex","0.16%","4","2509","9","29722","3.42e-2","2.18e-1","5.26","1.00e+0","1.93e-1","4.51e-3"
"UP_SEQ_FEATURE","SITE:Histone H3K4me3 binding","0.16%","4","2463","7","22253","3.36e-2","1.00e+0","5.16","1.00e+0","9.95e-1","3.97e-3"
"UP_SEQ_FEATURE","REGION:VCP/p97-interacting motif (VIM)","0.16%","4","2463","7","22253","3.36e-2","1.00e+0","5.16","1.00e+0","9.95e-1","3.97e-3"
"UP_SEQ_FEATURE","REPEAT:HAT 6","0.16%","4","2463","7","22253","3.36e-2","1.00e+0","5.16","1.00e+0","9.95e-1","3.97e-3"
"GOTERM_BP_DIRECT","osmosensory signaling pathway","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","voluntary musculoskeletal movement","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","regulation of cell cycle G1/S phase transition","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","regulation of membrane permeability","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","regulation of mitochondrial translation","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","inflammatory response to wounding","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","regulation of hematopoietic stem cell differentiation","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","transport across blood-brain barrier","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","MyD88-dependent toll-like receptor signaling pathway","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","monoubiquitinated protein deubiquitination","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","heparan sulfate proteoglycan catabolic process","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_BP_DIRECT","nucleic acid metabolic process","0.16%","4","2485","9","29712","3.34e-2","4.09e-1","5.31","1.00e+0","3.96e-1","4.36e-3"
"GOTERM_MF_DIRECT","carboxylic acid transmembrane transporter activity","0.16%","4","2457","8","28924","2.47e-2","2.30e-1","5.89","1.00e+0","2.15e-1","2.75e-3"
"GOTERM_MF_DIRECT","cobalt ion binding","0.16%","4","2457","8","28924","2.47e-2","2.30e-1","5.89","1.00e+0","2.15e-1","2.75e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","0.16%","4","2457","8","28924","2.47e-2","2.30e-1","5.89","1.00e+0","2.15e-1","2.75e-3"
"GOTERM_MF_DIRECT","arginine binding","0.16%","4","2457","8","28924","2.47e-2","2.30e-1","5.89","1.00e+0","2.15e-1","2.75e-3"
"SMART","B561","0.16%","4","1284","6","10943","2.45e-2","9.49e-1","5.68","1.00e+0","9.47e-1","2.33e-3"
"GOTERM_CC_DIRECT","shelterin complex","0.16%","4","2509","8","29722","2.43e-2","1.69e-1","5.92","1.00e+0","1.50e-1","2.69e-3"
"GOTERM_CC_DIRECT","MLL1/2 complex","0.16%","4","2509","8","29722","2.43e-2","1.69e-1","5.92","1.00e+0","1.50e-1","2.69e-3"
"GOTERM_CC_DIRECT","PTW/PP1 phosphatase complex","0.16%","4","2509","8","29722","2.43e-2","1.69e-1","5.92","1.00e+0","1.50e-1","2.69e-3"
"GOTERM_BP_DIRECT","RIG-I signaling pathway","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","response to manganese ion","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","negative regulation of hepatocyte apoptotic process","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","establishment of vesicle localization","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","inositol metabolic process","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","positive regulation of developmental growth","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"GOTERM_BP_DIRECT","negative regulation of circadian rhythm","0.16%","4","2485","8","29712","2.37e-2","3.40e-1","5.98","1.00e+0","3.29e-1","2.60e-3"
"INTERPRO","Arrestin_domain-protein","0.16%","4","2526","6","22271","2.23e-2","1.00e+0","5.88","1.00e+0","9.99e-1","2.05e-3"
"INTERPRO","Sec-1-like_dom3a","0.16%","4","2526","6","22271","2.23e-2","1.00e+0","5.88","1.00e+0","9.99e-1","2.05e-3"
"INTERPRO","G_OBG","0.16%","4","2526","6","22271","2.23e-2","1.00e+0","5.88","1.00e+0","9.99e-1","2.05e-3"
"INTERPRO","Cyt_b561/ferric_Rdtase_TM","0.16%","4","2526","6","22271","2.23e-2","1.00e+0","5.88","1.00e+0","9.99e-1","2.05e-3"
"INTERPRO","BCKD/PDK","0.16%","4","2526","6","22271","2.23e-2","1.00e+0","5.88","1.00e+0","9.99e-1","2.05e-3"
"UP_SEQ_FEATURE","DOMAIN:OBG-type G","0.16%","4","2463","6","22253","2.09e-2","1.00e+0","6.02","1.00e+0","9.95e-1","1.87e-3"
"UP_SEQ_FEATURE","REPEAT:HAT 7","0.16%","4","2463","6","22253","2.09e-2","1.00e+0","6.02","1.00e+0","9.95e-1","1.87e-3"
"UP_SEQ_FEATURE","DOMAIN:Cytochrome b561","0.16%","4","2463","6","22253","2.09e-2","1.00e+0","6.02","1.00e+0","9.95e-1","1.87e-3"
"GOTERM_MF_DIRECT","basic amino acid transmembrane transporter activity","0.16%","4","2457","7","28924","1.65e-2","1.71e-1","6.73","1.00e+0","1.60e-1","1.47e-3"
"GOTERM_MF_DIRECT","protein-cysteine S-stearoyltransferase activity","0.16%","4","2457","7","28924","1.65e-2","1.71e-1","6.73","1.00e+0","1.60e-1","1.47e-3"
"GOTERM_CC_DIRECT","nuclear telomere cap complex","0.16%","4","2509","7","29722","1.62e-2","1.19e-1","6.77","1.00e+0","1.05e-1","1.44e-3"
"GOTERM_CC_DIRECT","TIM22 mitochondrial import inner membrane insertion complex","0.16%","4","2509","7","29722","1.62e-2","1.19e-1","6.77","1.00e+0","1.05e-1","1.44e-3"
"GOTERM_CC_DIRECT","cytosolic proteasome complex","0.16%","4","2509","7","29722","1.62e-2","1.19e-1","6.77","1.00e+0","1.05e-1","1.44e-3"
"GOTERM_BP_DIRECT","exocytic insertion of neurotransmitter receptor to postsynaptic membrane","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","glycosaminoglycan metabolic process","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","vacuolar proton-transporting V-type ATPase complex assembly","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","protein histidyl modification to diphthamide","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","positive regulation of RNA polymerase II transcription preinitiation complex assembly","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","ribosome-associated ubiquitin-dependent protein catabolic process","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","porphyrin-containing compound metabolic process","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","negative regulation of telomere maintenance via telomere lengthening","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"GOTERM_BP_DIRECT","TRIF-dependent toll-like receptor signaling pathway","0.16%","4","2485","7","29712","1.58e-2","2.55e-1","6.83","1.00e+0","2.47e-1","1.39e-3"
"INTERPRO","His_kinase_dom","0.16%","4","2526","5","22271","1.22e-2","1.00e+0","7.05","1.00e+0","9.99e-1","7.51e-4"
"INTERPRO","AK/P_DHK_N_sf","0.16%","4","2526","5","22271","1.22e-2","1.00e+0","7.05","1.00e+0","9.99e-1","7.51e-4"
"INTERPRO","BCDHK/PDK_N","0.16%","4","2526","5","22271","1.22e-2","1.00e+0","7.05","1.00e+0","9.99e-1","7.51e-4"
"INTERPRO","ClpA/B","0.16%","4","2526","5","22271","1.22e-2","1.00e+0","7.05","1.00e+0","9.99e-1","7.51e-4"
"UP_SEQ_FEATURE","REPEAT:HAT 8","0.16%","4","2463","5","22253","1.14e-2","8.74e-1","7.23","1.00e+0","8.70e-1","6.83e-4"
"UP_SEQ_FEATURE","REPEAT:HAT 9","0.16%","4","2463","5","22253","1.14e-2","8.74e-1","7.23","1.00e+0","8.70e-1","6.83e-4"
"UP_SEQ_FEATURE","DOMAIN:Histidine kinase","0.16%","4","2463","5","22253","1.14e-2","8.74e-1","7.23","1.00e+0","8.70e-1","6.83e-4"
"GOTERM_MF_DIRECT","broad specificity oxidative DNA demethylase activity","0.16%","4","2457","6","28924","1.01e-2","1.15e-1","7.85","1.00e+0","1.08e-1","6.77e-4"
"GOTERM_MF_DIRECT","histone H2A deubiquitinase activity","0.16%","4","2457","6","28924","1.01e-2","1.15e-1","7.85","1.00e+0","1.08e-1","6.77e-4"
"GOTERM_CC_DIRECT","transcription factor AP-1 complex","0.16%","4","2509","6","29722","9.88e-3","8.38e-2","7.90","1.00e+0","7.43e-2","6.61e-4"
"GOTERM_CC_DIRECT","eukaryotic translation initiation factor 2 complex","0.16%","4","2509","6","29722","9.88e-3","8.38e-2","7.90","1.00e+0","7.43e-2","6.61e-4"
"GOTERM_BP_DIRECT","internal peptidyl-lysine acetylation","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","protein ufmylation","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","UDP-N-acetylglucosamine metabolic process","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","diacylglycerol catabolic process","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","regulation of ceramide biosynthetic process","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","integrated stress response signaling","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","U2-type prespliceosome assembly","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","dolichol metabolic process","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","regulation of acetyl-CoA biosynthetic process from pyruvate","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_BP_DIRECT","protein lipidation involved in autophagosome assembly","0.16%","4","2485","6","29712","9.62e-3","1.89e-1","7.97","1.00e+0","1.83e-1","6.38e-4"
"GOTERM_MF_DIRECT","CDP phosphatase activity","0.16%","4","2457","5","28924","5.36e-3","6.97e-2","9.42","1.00e+0","6.51e-2","2.42e-4"
"GOTERM_MF_DIRECT","insulin binding","0.16%","4","2457","5","28924","5.36e-3","6.97e-2","9.42","1.00e+0","6.51e-2","2.42e-4"
"GOTERM_MF_DIRECT","pyruvate dehydrogenase (acetyl-transferring) kinase activity","0.16%","4","2457","5","28924","5.36e-3","6.97e-2","9.42","1.00e+0","6.51e-2","2.42e-4"
"GOTERM_MF_DIRECT","POZ domain binding","0.16%","4","2457","5","28924","5.36e-3","6.97e-2","9.42","1.00e+0","6.51e-2","2.42e-4"
"INTERPRO","TOR1A_C","0.16%","4","2526","4","22271","5.33e-3","1.00e+0","8.82","1.00e+0","9.99e-1","1.65e-4"
"INTERPRO","D-isomer_DH_CS","0.16%","4","2526","4","22271","5.33e-3","1.00e+0","8.82","1.00e+0","9.99e-1","1.65e-4"
"INTERPRO","D-isomer_DH_NAD-bd","0.16%","4","2526","4","22271","5.33e-3","1.00e+0","8.82","1.00e+0","9.99e-1","1.65e-4"
"INTERPRO","D-isomer_2_OHA_DH_cat_dom","0.16%","4","2526","4","22271","5.33e-3","1.00e+0","8.82","1.00e+0","9.99e-1","1.65e-4"
"GOTERM_BP_DIRECT","vesicle tethering to Golgi","0.16%","4","2485","5","29712","5.13e-3","1.25e-1","9.57","1.00e+0","1.21e-1","2.28e-4"
"UP_SEQ_FEATURE","DOMAIN:D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding","0.16%","4","2463","4","22253","4.96e-3","5.97e-1","9.03","1.00e+0","5.94e-1","1.50e-4"
"UP_SEQ_FEATURE","REGION:Interaction with CENPF","0.16%","4","2463","4","22253","4.96e-3","5.97e-1","9.03","1.00e+0","5.94e-1","1.50e-4"
"UP_SEQ_FEATURE","DOMAIN:D-isomer specific 2-hydroxyacid dehydrogenase catalytic","0.16%","4","2463","4","22253","4.96e-3","5.97e-1","9.03","1.00e+0","5.94e-1","1.50e-4"
"UP_KW_DOMAIN","Lipoyl","0.12%","3","1658","5","14896","9.84e-2","3.02e-1","5.39","9.60e-1","2.54e-1","1.16e-2"
"UP_SEQ_FEATURE","ZN_FING:C2HC MYST-type","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:NHR","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:EXPERA","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","ZN_FING:RanBP2-type 1","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","ZN_FING:RanBP2-type 2","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:Peptidase M16 C-terminal","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","REPEAT:1-6","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:MYST-type HAT","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:Brix","0.12%","3","2463","5","22253","9.75e-2","1.00e+0","5.42","1.00e+0","9.95e-1","1.14e-2"
"GOTERM_MF_DIRECT","ferrous iron transmembrane transporter activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","protein-cysteine S-myristoyltransferase activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","pyruvate dehydrogenase (NAD+) activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","L-serine transmembrane transporter activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","porin activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","RS domain binding","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","lipopeptide binding","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","cadmium ion binding","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","steroid hormone binding","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","RNA polymerase III type 3 promoter sequence-specific DNA binding","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","oxidoreductase activity, acting on NAD(P)H","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_MF_DIRECT","inorganic cation transmembrane transporter activity","0.12%","3","2457","6","28924","8.59e-2","5.34e-1","5.89","1.00e+0","4.99e-1","1.01e-2"
"GOTERM_CC_DIRECT","nucleotide-excision repair complex","0.12%","3","2509","6","29722","8.49e-2","3.90e-1","5.92","1.00e+0","3.46e-1","9.89e-3"
"GOTERM_CC_DIRECT","NLRP1 inflammasome complex","0.12%","3","2509","6","29722","8.49e-2","3.90e-1","5.92","1.00e+0","3.46e-1","9.89e-3"
